Name,Country,Sector,Industry
MGIH,Millennium Group International Holdings Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Publishing
MGNI,Magnite Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MGOL,MGO Global Inc. Common Stock,United States,Consumer Discretionary,Apparel
MGPI,MGP Ingredients Inc.,United States,Consumer Staples,Beverages (Production/Distribution)
MGRC,McGrath RentCorp Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
MGRM,Monogram Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MGRX,Mangoceuticals Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Metagenomi Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGYR,Magyar Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
MHLD,Maiden Holdings Ltd.,Bermuda,Finance,Property-Casualty Insurers
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,China,Health Care,Medical/Dental Instruments
MICS,The Singing Machine Company Inc. Common Stock,United States,Consumer Staples,Diversified Electronic Products
MIDD,Middleby Corporation (The) Common Stock,United States,Industrials,Industrial Machinery/Components
MIGI,Mawson Infrastructure Group Inc. Common Stock,Australia,Finance,Finance: Consumer Services
MIND,MIND Technology Inc. Common Stock (DE),United States,Industrials,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),United States,Industrials,Industrial Machinery/Components
MIRA,MIRA Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,United States,Finance,Blank Checks
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer peripheral equipment
MKDW,MKDWELL Tech Inc. Ordinary Share,Taiwan,Technology,Consumer Electronics/Appliances
MKDWW,MKDWELL Tech Inc. Warrants,Taiwan,Technology,Consumer Electronics/Appliances
MKSI,MKS Instruments Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Discretionary,Hotels/Resorts
MLEC,Moolec Science SA Ordinary Shares,Luxembourg,Finance,Blank Checks
MLECW,Moolec Science SA Warrant,Luxembourg,Finance,Blank Checks
MLGO,MicroAlgo Inc. Ordinary Shares,United States,Technology,EDP Services
MLKN,MillerKnoll Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Mineralys Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MMAT,Meta Materials Inc. Common Stock,United States,Technology,Semiconductors
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States,Energy,Oil Refining/Marketing
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,Hong Kong,Technology,Computer Software: Prepackaged Software
MMVWW,MultiMetaVerse Holdings Limited Warrant,Hong Kong,Technology,Computer Software: Prepackaged Software
MMYT,MakeMyTrip Limited Ordinary Shares,India,Consumer Discretionary,Transportation Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel,Technology,EDP Services
MNDR,Mobile-health Network Solutions Class A Ordinary Shares,Singapore,Technology,Computer Software: Prepackaged Software
MNDY,monday.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
MNKD,MannKind Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,United States,Health Care, Medicinal Chemicals and Botanical Products 
MNOV,Medicinova Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,Monopar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,United States,Consumer Discretionary,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,United States,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,United States,Finance,Major Banks
MNST,Monster Beverage Corporation,United States,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,United States,Utilities,Natural Gas Distribution
MNTS,Momentus Inc. Class A Common Stock,United States,Industrials,Military/Government/Technical
MNTSW,Momentus Inc. Warrant,United States,Industrials,Military/Government/Technical
MNTX,Manitex International Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MNY,MoneyHero Limited Class A Ordinary Shares,Singapore,Consumer Discretionary,Business Services
MNYWW,MoneyHero Limited Warrants,Singapore,Consumer Discretionary,Business Services
MOB,Mobilicom Limited American Depositary Shares,Israel,Industrials,Aerospace
MOBX,Mobix Labs Inc. Class A Common Stock,United States,Technology,Semiconductors
MOBXW,Mobix Labs Inc Warrants,United States,Technology,Semiconductors
MODD,Modular Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MODV,ModivCare Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks
MOGO,Mogo Inc. Common Shares,Canada,Finance,Finance: Consumer Services
MOLN,Molecular Partners AG American Depositary Shares,Switzerland,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Hello Group Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
MOND,Mondee Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Transportation Services
MORF,Morphic Holding Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,United States,Finance,Investment Managers
MOVE,Movano Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MRAM,Everspin Technologies Inc. Common Stock,United States,Technology,Semiconductors
MRBK,Meridian Corporation Common Stock,United States,Finance,Major Banks
MRCC,Monroe Capital Corporation Common Stock,United States,Finance,Investment Managers
MRCY,Mercury Systems Inc Common Stock,United States,Technology,Electrical Products
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,United States,Technology,EDP Services
MRKR,Marker Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan,Consumer Discretionary,Other Consumer Services
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNO,Murano Global Investments PLC Ordinary Shares,Mexico,Consumer Discretionary,Hotels/Resorts
MRNOW,Murano Global Investments PLC Warrants,Mexico,Consumer Discretionary,Hotels/Resorts
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd. Common Stock,United States,Industrials,Trucking Freight/Courier Services
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,United States,Technology,Semiconductors
MRX,Marex Group plc Ordinary Shares,United Kingdom,Finance,Investment Bankers/Brokers/Service
MSAI,MultiSensor AI Holdings Inc. Common Stock,United States,Technology,Electronic Components
MSAIW,MultiSensor AI Holdings Inc. Warrant,United States,Technology,Electronic Components
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
MSEX,Middlesex Water Company Common Stock,United States,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSGM,Motorsport Games Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSS,Maison Solutions Inc. Class A Common Stock,United States,Consumer Staples,Food Chains
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,United States,Finance,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software
MTC,MMTec Inc. Common Shares,China,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MTEK,Maris-Tech Ltd. Ordinary Shares,Israel,Telecommunications,Telecommunications Equipment
MTEKW,Maris-Tech Ltd. Warrants,Israel,Telecommunications,Telecommunications Equipment
MTEM,Molecular Templates Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTEN,Mingteng International Corporation Inc. Ordinary Shares,China,Industrials,Building Products
MTEX,Mannatech Incorporated Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company Common Stock,United States,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors
MULN,Mullen Automotive Inc. Common Stock,United States,Technology,EDP Services
MURA,Mural Oncology plc Ordinary Shares ,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Major Banks
MVIS,MicroVision Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MVST,Microvast Holdings Inc. Common Stock,United States,Miscellaneous,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,United States,Miscellaneous,Industrial Machinery/Components
MXCT,MaxCyte Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXL,MaxLinear Inc. Common Stock,United States,Technology,Semiconductors
MYFW,First Western Financial Inc. Common Stock,United States,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYNA,Mynaric AG American Depository Shares,Germany,Consumer Discretionary,Telecommunications Equipment
MYNZ,Mainz Biomed N.V. Ordinary Shares,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MYPSW,PLAYSTUDIOS Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
MYRG,MYR Group Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size Inc. Common Stock,Israel,Technology,Computer Software: Prepackaged Software
,Nano Labs Ltd Class A Ordinary Shares,China,Technology,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,China,Consumer Discretionary,Other Specialty Stores
NAII,Natural Alternatives International Inc. Common Stock,United States,Health Care, Medicinal Chemicals and Botanical Products 
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
NAOV,NanoVibronix Inc. Common Stock,United States,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NATH,Nathan's Famous Inc. Common Stock,United States,Consumer Discretionary,Restaurants
NATR,Nature's Sunshine Products Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,Navient Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NB,NioCorp Developments Ltd. Common Stock,United States,Basic Materials,Metal Mining
NBBK,NB Bancorp Inc. Common Stock,United States,Finance,Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks
NBST,Newbury Street Acquisition Corporation Common Stock,United States,Finance,Blank Checks
